,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
2130,P05840,Adyar,742,191,1.0,1.0,2,AbNormal,Yes,Others,ELO,No Access,C,2.9,2.0,2.2,2.37,6038,6037545
2131,P06996,KK Nagar,1743,98,2.0,1.0,4,Normal Sale,Yes,Others,AllPub,Paved,RH,2.7,3.1,3.7,3.22,108826,10882620
2132,P04785,KK Nagar,2311,56,4.0,2.0,6,AbNormal,No,Others,NoSeWa,Gravel,RL,2.9,4.2,4.6,3.97,294047,12784640
2133,P01781,Karapakkam,1055,147,1.0,1.0,3,Family,No,Commercial,ELO,Gravel,I,4.3,2.2,3.2,3.23,169260,8060000
2134,P04957,Velachery,1641,2,2.0,1.0,4,Partial,Yes,Commercial,NoSewr ,Gravel,RM,2.4,2.4,3.5,2.73,161375,16137480
2135,P02454,Karapakkam,690,48,1.0,1.0,2,Family,Yes,Commercial,ELO,Paved,C,3.7,2.0,4.3,3.43,83759,6443000
2136,P01354,Chrompet,756,76,1.0,1.0,2,AbNormal,Yes,Others,AllPub,Gravel,RM,4.8,4.2,3.8,4.26,69722,9960220
2137,P09861,Velachery,1704,74,2.0,1.0,4,AbNormal,No,Others,AllPub,Paved,RM,4.5,2.2,3.2,3.08,218129,10906430
2138,P05883,Karapakkam,680,100,1.0,1.0,2,Family,No,House,NoSeWa,No Access,I,4.0,4.1,2.9,3.59,64676,3404000
2139,P00421,Anna Nagar,1734,157,1.0,1.0,4,AbNormal,No,Others,NoSeWa,No Access,RM,2.4,4.2,2.3,2.81,126840,12683980
2140,P08912,Adyar,1033,200,1.0,1.0,3,Partial,Yes,Others,NoSewr ,No Access,I,4.5,2.1,4.9,4.22,8057,8057450
2141,P06253,Karapakkam,757,123,1.0,1.0,2,Partial,Yes,Commercial,AllPub,Paved,RM,3.3,3.4,3.6,3.45,136421,9094750
2142,P06285,Velachery,1912,169,3.0,2.0,5,AdjLand,Yes,Others,ELO,Paved,C,4.9,4.8,2.9,4.26,100115,10011470
2143,P02584,Chrompet,845,9,1.0,1.0,3,Family,No,Others,NoSeWa,No Access,RH,4.5,4.5,3.5,4.2,39114,6519000
2144,P08311,Chrompet,1275,146,2.0,1.0,4,AdjLand,No,Commercial,ELO,Paved,RL,3.0,4.8,3.9,3.99,154096,14008700
2145,P09420,Chrompet,1173,198,1.0,1.0,3,Partial,Yes,House,NoSeWa,No Access,RM,3.0,3.0,2.8,2.94,114752,9562650
2146,P08269,KK Nagar,1502,6,2.0,1.0,4,Normal Sale,No,House,NoSewr ,Gravel,RL,2.6,4.0,2.1,2.82,214495,9325860
2147,P02461,Chrompet,1187,170,1.0,1.0,3,Partial,Yes,Commercial,ELO,No Access,RL,3.4,4.9,3.8,4.12,203009,13533950
2148,P04126,Anna Nagar,1889,104,2.0,1.0,5,Partial,No,Commercial,AllPub,Paved,RL,2.9,3.3,3.5,3.24,352022,20707160
2149,P06441,T Nagar,1853,167,2.0,1.0,5,Partial,No,House,NoSeWa,No Access,RL,4.6,2.9,4.5,4.13,81888,11698300
2150,P02887,Adyar,603,181,1.0,1.0,2,AbNormal,No,House,NoSewr ,Paved,I,4.0,4.2,3.6,3.84,64104,5342000
2151,P05037,KK Nagar,2172,5,3.0,2.0,5,Normal Sale,Yes,Commercial,AllPub,Paved,RH,2.9,2.2,2.6,2.57,343873,17193660
2152,P02946,Anna Nagar,1507,193,1.0,1.0,4,Partial,No,Commercial,AllPub,Paved,RL,4.5,2.8,3.3,3.595,86473,17294550
2153,P04102,Karapakkam,692,133,1.0,1.0,2,Normal Sale,No,Commercial,ELO,Paved,RH,3.6,2.5,2.6,2.87,76992,6999250
2154,P01772,Velachery,1897,90,3.0,2.0,5,Partial,No,House,ELO,Gravel,C,4.5,3.2,2.5,3.32,87753,7977570
2155,P07425,Velachery,1607,119,2.0,1.0,4,Normal Sale,No,Others,ELO,Paved,RH,3.6,3.9,2.5,3.41,179104,8528780
2156,P03063,KK Nagar,1607,186,2.0,1.0,4,AdjLand,Yes,Commercial,AllPub,Paved,RH,2.7,3.3,4.3,3.52,142098,14209800
2157,P07205,Anna Nagar,1853,51,2.0,1.0,5,Family,No,Others,NoSeWa,Gravel,RH,4.4,3.1,3.3,3.635,130266,13026640
2158,P07440,Chrompet,1121,32,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,No Access,RM,3.3,3.5,4.5,3.74,43075,10768720
2159,P03027,KK Nagar,2279,147,4.0,2.0,6,AbNormal,Yes,Others,AllPub,Gravel,RL,3.7,2.4,4.0,3.43,312407,13582900
2160,P09441,Adyar,729,90,1.0,1.0,2,Normal Sale,No,Others,AllPub,No Access,RH,3.0,4.0,2.4,2.9,89096,6853550
2161,P06314,Adyar,794,75,1.0,1.0,2,Partial,No,Commercial,NoSeWa,Gravel,RH,5.0,4.2,4.9,4.79,132791,10214695
2162,P02165,Chrompet,800,46,1.0,1.0,2,Normal Sale,Yes,Commercial,ELO,Paved,RM,2.2,3.4,4.5,3.37,107107,11900750
2163,P01404,Chrompet,1292,193,2.0,1.0,4,AbNormal,No,Others,ELO,Gravel,RL,2.2,2.4,2.4,2.34,92784,10309290
2164,P05685,Adyar,831,26,1.0,1.0,3,AbNormal,No,Others,ELO,No Access,RL,3.0,4.6,3.0,3.32,68910,7656640
2165,P08630,Velachery,1850,114,3.0,2.0,5,Partial,Yes,Commercial,NoSeWa,No Access,RM,4.2,3.3,2.0,3.14,267692,15746590
2166,P01850,Karapakkam,1454,79,2.0,2.0,4,Partial,No,House,AllPub,Paved,C,3.8,2.4,2.9,3.02,134079,5829500
2167,P05218,Chrompet,1053,177,1.0,1.0,3,Normal Sale,No,Commercial,ELO,Paved,RL,4.6,3.0,3.1,3.51,112381,12486800
2168,P06756,Adyar,1115,81,1.0,1.0,3,AbNormal,Yes,House,AllPub,No Access,RM,2.2,4.2,3.0,3.0,48977,9795370
2169,P04661,KK Nagar,1498,131,2.0,1.0,4,AdjLand,No,Others,AllPub,Paved,RH,2.2,4.2,2.3,2.84,162416,9023100
2170,P00108,Chrompet,992,152,1.0,1.0,3,AdjLand,Yes,House,ELO,Gravel,RM,3.9,4.4,4.5,4.28,156638,10442550
2171,P05494,Karapakkam,520,189,1.0,1.0,2,Partial,Yes,House,ELO,Paved,I,2.5,3.5,2.6,2.84,43210,4321000
2172,P07082,Adyar,833,87,1.0,1.0,3,Partial,No,Commercial,AllPub,Gravel,RL,3.1,4.6,2.2,2.95,112804,11280410
2173,P01048,Chrompet,1114,22,1.0,1.0,3,AdjLand,No,Commercial,NoSeWa,Gravel,RL,3.3,3.9,3.5,3.6,230381,13551850
2174,P02520,Karapakkam,753,23,1.0,1.0,2,AdjLand,Yes,Commercial,ELO,Paved,RL,2.8,3.2,4.5,3.6,167176,8798750
2175,P08776,Anna Nagar,1705,51,1.0,1.0,4,AbNormal,Yes,House,AllPub,No Access,RH,4.6,3.2,4.2,4.09,59067,11813340
2176,P07074,Adyar,934,147,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,Gravel,C,4.2,2.1,2.8,3.08,12033,12032720
2177,P01906,Karapakkam,1101,78,1.0,1.0,3,Normal Sale,Yes,House,NoSewr ,Gravel,RH,4.6,2.6,2.3,3.08,61638,7704750
2178,P05144,Chrompet,1104,32,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,Paved,RM,4.9,3.1,2.3,3.4,115160,14395000
2179,P08323,Chrompet,1085,136,1.0,1.0,3,Family,No,Others,NoSeWa,Gravel,RH,3.5,3.8,2.2,3.23,139469,8716800
2180,P04946,Chrompet,1015,85,1.0,1.0,3,AdjLand,Yes,Commercial,AllPub,Paved,RL,3.1,2.6,2.3,2.66,222300,13076450
2181,P04739,Karapakkam,1389,182,2.0,2.0,4,Family,Yes,House,NoSewr ,Paved,RM,3.3,3.9,2.3,3.08,150684,8863750
2182,P05675,Chrompet,1179,122,1.0,1.0,3,Partial,No,Others,AllPub,Gravel,RM,4.2,2.4,3.4,3.24,53482,10696480
2183,P00115,Chrompet,855,146,1.0,1.0,3,Partial,Yes,Others,ELO,Gravel,RL,3.3,2.0,4.3,3.08,112255,9354600
2184,P03207,Adyar,897,168,1.0,1.0,3,AbNormal,No,Others,NoSeWa,Gravel,RM,4.7,3.2,3.2,3.65,39402,9850425
2185,P00771,Anna Nagar,1762,113,1.0,1.0,4,AdjLand,No,Others,AllPub,Gravel,RH,4.8,2.1,3.9,3.765,67036,13407250
2186,P04834,Chrompet,726,114,1.0,1.0,2,Partial,No,Commercial,NoSewr ,Gravel,RL,4.2,4.5,4.7,4.47,31110,10370100
2187,P05533,Chrompet,1285,98,2.0,1.0,4,AbNormal,Yes,Commercial,NoSewr ,Gravel,RM,3.9,4.5,2.7,3.78,127856,15982000
2188,P08155,Chrompet,940,50,1.0,1.0,3,Partial,No,Commercial,NoSewr ,Paved,RL,4.3,3.2,3.3,3.56,193112,11359500
2189,P04103,Anna Nagar,1914,121,2.0,1.0,5,Family,Yes,House,AllPub,Paved,RM,3.3,2.2,4.2,3.385,231992,14499510
2190,P06954,Adyar,1285,96,2.0,2.0,4,AdjLand,No,Commercial,ELO,No Access,A,3.6,3.5,4.3,3.93,119554,11955405
2191,P08229,Chrompet,707,124,1.0,1.0,2,Partial,No,House,ELO,Paved,RM,2.8,4.8,4.6,4.14,35669,7133850
2192,P00607,Chrompet,939,191,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,No Access,RM,3.8,4.9,2.1,3.73,99677,12459650
2193,P09461,T Nagar,1911,194,2.0,1.0,5,AbNormal,No,Commercial,NoSeWa,Gravel,RL,3.3,2.9,4.8,3.875,339524,21220250
2194,P01350,Anna Nagar,1697,126,1.0,1.0,4,Family,No,Others,NoSeWa,Paved,RL,2.6,3.3,4.8,3.655,199683,12480160
2195,P00617,Chrompet,740,112,1.0,1.0,2,Normal Sale,Yes,House,AllPub,Gravel,RL,5.0,4.9,3.6,4.54,54017,9002750
2196,P03342,T Nagar,1639,42,1.0,1.0,4,Partial,No,House,ELO,Gravel,RM,3.6,3.4,2.8,3.266666666666667,192661,12041320
2197,P03208,Chrompet,1210,124,2.0,1.0,4,AbNormal,No,House,AllPub,Gravel,RM,2.7,4.7,4.2,3.95,109640,9967250
2198,P05762,Karapakkam,1467,127,2.0,2.0,4,Family,Yes,House,ELO,No Access,A,2.6,3.0,2.0,2.48,80217,5729750
2199,P05780,Karapakkam,1412,40,2.0,2.0,4,AbNormal,No,Commercial,AllPub,No Access,RM,4.8,3.3,4.4,4.19,198450,11673500
2200,P06058,Chrompet,1124,24,1.0,1.0,3,AdjLand,No,Commercial,NoSeWa,No Access,RM,3.8,2.4,4.3,3.39,78184,13030600
2201,P06934,Anna Nagar,1996,132,2.0,1.0,5,Normal Sale,No,Commercial,ELO,No Access,RL,4.0,3.3,3.5,3.625,288663,20618810
2202,P02147,Karapakkam,1632,71,2.0,2.0,4,AdjLand,No,Others,ELO,No Access,I,3.1,4.1,3.9,3.72,129723,6827500
2203,P01063,Chrompet,1021,169,1.0,1.0,3,Normal Sale,No,Others,NoSeWa,Paved,RM,4.4,3.2,4.6,3.98,149412,9338270
2204,P05552,Karapakkam,1448,198,2.0,2.0,4,Partial,No,Commercial,AllPub,Gravel,RM,3.3,3.7,3.1,3.34,232793,12252250
2205,P07068,KK Nagar,2450,142,4.0,2.0,6,Family,No,House,AllPub,Gravel,RL,3.7,4.3,2.3,3.32,299188,11967520
2206,P08310,Chrompet,941,92,1.0,1.0,3,AdjLand,Yes,House,AllPub,Gravel,RL,3.5,3.4,3.6,3.49,69076,9868000
2207,P04843,KK Nagar,1412,177,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,Paved,RM,3.4,4.8,5.0,4.46,138816,10678140
2208,P05467,Chrompet,1153,136,1.0,1.0,3,Normal Sale,No,Commercial,ELO,No Access,RM,2.0,2.3,3.2,2.48,167268,12866800
2209,P02564,T Nagar,1690,113,1.0,1.0,4,Partial,Yes,Commercial,ELO,Paved,RL,4.5,4.2,4.7,4.515,370996,19526110
2210,P05002,KK Nagar,1307,88,1.0,1.0,3,Partial,Yes,Others,NoSeWa,Gravel,RH,4.0,4.6,2.6,3.62,111273,9272780
2211,P09911,Velachery,1635,15,2.0,1.0,4,Family,Yes,House,NoSewr ,Gravel,RH,4.0,2.3,4.9,3.51,143557,9570490
2212,P00658,Chrompet,772,114,1.0,1.0,2,AdjLand,Yes,Commercial,ELO,No Access,RH,4.2,4.1,2.9,3.77,172247,10132150
2213,P06095,Karapakkam,1438,168,2.0,2.0,4,Partial,Yes,Commercial,NoSewr ,Gravel,RL,4.6,3.3,3.4,3.73,111542,12393500
2214,P02660,T Nagar,1505,83,1.0,1.0,4,AbNormal,Yes,House,ELO,No Access,RL,4.3,4.0,2.4,3.37,177382,11086380
2215,P03703,Karapakkam,1635,8,2.0,2.0,4,Family,No,House,NoSewr ,Paved,RM,4.1,4.1,2.8,3.58,176415,8820750
2216,P01931,Anna Nagar,1631,121,1.0,1.0,4,AbNormal,Yes,Others,ELO,No Access,RH,4.5,2.5,4.9,4.16,171525,12251750
2217,P00883,T Nagar,1585,36,1.0,1.0,4,AdjLand,Yes,House,ELO,Paved,RH,5.0,4.8,5.0,4.95,189253,11828320
2218,P01119,Chrompet,1117,10,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,3.3,3.7,4.3,3.76,203279,12704950
2219,P02006,Karapakkam,1296,190,1.0,1.0,3,Partial,Yes,Commercial,NoSeWa,Gravel,RH,3.4,4.4,4.1,3.98,202235,11235250
2220,P00871,Chrompet,1238,178,2.0,1.0,4,AbNormal,No,Others,NoSeWa,Gravel,RH,2.6,3.4,4.2,3.4,157391,9258310
2221,P07466,KK Nagar,1859,54,3.0,2.0,5,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,3.8,4.4,2.4,3.42,336398,16018960
2222,P07111,KK Nagar,2239,172,4.0,2.0,6,Normal Sale,No,House,NoSewr ,Gravel,RL,3.9,4.3,2.6,3.5,185017,11563580
2223,P05007,Velachery,1771,109,2.0,1.0,4,AdjLand,No,House,AllPub,Gravel,A,2.3,5.0,4.4,4.15,56908,8129650
2224,P03829,Adyar,626,186,1.0,1.0,2,Partial,Yes,House,ELO,Gravel,A,3.3,4.8,3.4,3.65,47265,5251640
2225,P00784,Chrompet,978,183,1.0,1.0,3,AbNormal,No,Others,NoSewr ,Gravel,RH,4.4,4.2,3.2,3.96,114746,8196110
2226,P04492,T Nagar,1586,23,1.0,1.0,4,AdjLand,No,House,NoSeWa,No Access,RH,2.9,2.5,4.3,3.43,61555,10259180
2227,P08462,Chrompet,1196,116,1.0,1.0,3,AbNormal,No,Others,AllPub,Gravel,RM,3.5,4.5,4.3,4.1000000000000005,189300,11135270
2228,P08971,Chrompet,1225,85,2.0,1.0,4,AbNormal,Yes,Others,AllPub,Gravel,RH,3.8,4.5,4.7,4.333333333333333,177864,11116500
2229,P07699,Chrompet,812,81,1.0,1.0,3,Partial,Yes,House,AllPub,Gravel,RM,4.0,2.4,3.5,3.21,106297,9663350
2230,P06317,Karapakkam,1436,28,2.0,2.0,4,AbNormal,No,Commercial,AllPub,Gravel,RL,4.5,4.5,2.9,3.86,106196,11799500
2231,P04478,Karapakkam,1019,90,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RL,4.6,2.9,5.0,4.25,125667,10472250
2232,P07845,Chrompet,1203,107,2.0,1.0,4,AdjLand,Yes,Commercial,AllPub,No Access,RH,4.7,3.1,2.8,3.49,188881,13491500
2233,P00758,Chrompet,1027,94,1.0,1.0,3,AdjLand,No,Commercial,AllPub,No Access,RL,5.0,2.8,2.1,3.25,141929,11827400
2234,P09632,Velachery,1974,124,3.0,2.0,5,AdjLand,Yes,House,NoSeWa,Paved,RL,3.7,2.8,4.2,3.45,220639,11031970
2235,P09772,Velachery,1746,195,2.0,1.0,4,AbNormal,Yes,House,AllPub,No Access,RL,2.5,3.0,4.8,3.42,149462,9964150
2236,P02418,KK Nagar,1711,134,2.0,1.0,4,AdjLand,No,Others,NoSewr ,Paved,RL,2.1,4.7,2.9,3.2,81992,10248940
2237,P02879,T Nagar,1918,150,2.0,1.0,5,Family,Yes,House,ELO,No Access,RL,2.3,2.8,4.1,3.235,163466,12574290
2238,P05249,Karapakkam,1083,114,1.0,1.0,3,Normal Sale,No,Others,AllPub,Paved,A,2.6,4.7,2.1,3.03,56753,5159375
2239,P01948,Karapakkam,826,139,1.0,1.0,2,AdjLand,No,Others,NoSewr ,Paved,A,4.7,4.6,4.8,4.71,92925,4646250
2240,P02531,Velachery,1624,109,2.0,1.0,4,Normal Sale,No,Others,NoSewr ,Paved,RH,2.4,4.2,3.1,3.42,108382,9031800
2241,P00628,Chrompet,1122,139,1.0,1.0,3,AdjLand,No,Commercial,AllPub,Paved,RL,3.4,2.9,4.6,3.56,210886,13180400
2242,P00665,Anna Nagar,1906,169,2.0,1.0,5,AdjLand,No,Commercial,NoSeWa,Paved,RH,2.7,4.8,2.2,3.025,260273,20020970
2243,P02779,Chrompet,849,132,1.0,1.0,3,Normal Sale,No,Others,NoSeWa,Paved,RH,2.3,2.4,4.0,2.85,84734,7061130
2244,P03577,Anna Nagar,1793,108,1.0,1.0,4,AdjLand,Yes,House,NoSeWa,Paved,RH,4.8,4.7,3.5,4.255,179385,12813210
2245,P09950,Velachery,1936,198,3.0,2.0,5,Family,Yes,House,NoSewr ,Gravel,I,4.7,3.2,3.2,3.58,139587,10737430
2246,P05373,Velachery,1956,141,3.0,2.0,5,AdjLand,Yes,House,AllPub,No Access,I,4.7,3.4,3.8,3.85,67136,9590830
2247,P02590,KK Nagar,1778,147,3.0,2.0,5,AbNormal,Yes,House,AllPub,Gravel,RH,3.3,4.2,4.7,4.13,220542,10502000
2248,P03755,Karapakkam,1075,75,1.0,1.0,3,AbNormal,No,Commercial,NoSeWa,Paved,I,4.5,2.7,3.8,3.68,136696,8543500
2249,P05327,Karapakkam,541,124,1.0,1.0,2,Family,Yes,Others,AllPub,No Access,I,2.9,2.1,4.6,3.34,73412,4894125
2250,P00720,Chrompet,1166,110,1.0,1.0,3,Family,No,Commercial,NoSeWa,Gravel,RM,3.4,4.4,4.5,4.13,185227,14248200
2251,P03630,Karapakkam,533,84,1.0,1.0,2,AbNormal,No,Others,NoSeWa,Paved,A,3.8,2.6,2.6,2.96,33004,3000375
2252,P05864,Chrompet,738,76,1.0,1.0,2,AdjLand,Yes,House,AllPub,Paved,RH,3.8,3.2,3.5,3.47,38303,7660600
2253,P06973,T Nagar,1771,110,1.0,1.0,4,AbNormal,Yes,Commercial,ELO,Paved,RL,3.6,2.6,3.8,3.44,370640,20591120
2254,P07218,Anna Nagar,1687,72,1.0,1.0,4,Family,Yes,House,AllPub,No Access,RH,5.0,4.7,2.7,4.005,68445,11407570
2255,P04292,KK Nagar,1970,134,3.0,2.0,5,Partial,No,Commercial,NoSeWa,Paved,RH,3.4,4.9,3.3,3.81,224237,14949120
2256,P05004,Karapakkam,1620,12,2.0,2.0,4,AdjLand,Yes,House,NoSewr ,Paved,RL,2.6,2.0,2.6,2.42,128286,9163250
2257,P01915,Karapakkam,668,88,1.0,1.0,2,AbNormal,No,Others,NoSeWa,Paved,C,2.6,2.8,4.1,3.26,41594,3781250
2258,P09077,Velachery,1542,199,2.0,1.0,4,Family,Yes,House,AllPub,Gravel,RM,3.1,2.1,3.3,2.71,188155,10453060
2259,P08149,T Nagar,1551,81,1.0,1.0,4,Normal Sale,No,Others,ELO,Paved,RL,4.7,3.5,4.3,4.22,236279,12435730
2260,P05602,KK Nagar,2221,64,4.0,2.0,6,Partial,No,Others,AllPub,Paved,RL,3.1,3.6,2.6,3.05,280368,11682020
2261,P06709,Velachery,1522,31,2.0,1.0,4,AdjLand,No,Others,NoSeWa,Paved,RH,2.6,2.4,2.4,2.45,92687,9268680
2262,P09639,Velachery,1539,88,2.0,1.0,4,AbNormal,Yes,House,NoSewr ,Gravel,RH,3.4,5.0,2.3,3.79,207467,9879360
2263,P02020,T Nagar,1866,88,2.0,1.0,5,Partial,Yes,Others,AllPub,Gravel,RM,2.1,2.1,4.1,3.0,297887,15678280
2264,P01170,Anna Nagar,1874,10,2.0,1.0,5,Partial,Yes,Others,AllPub,No Access,RM,2.6,3.2,4.9,3.67,233643,14602660
2265,P03239,KK Nagar,2097,39,3.0,2.0,5,Family,No,Others,AllPub,Paved,RH,2.3,2.5,3.4,2.8,234713,10668780
2266,P08577,Chrompet,1159,108,1.0,1.0,3,Family,No,Commercial,NoSeWa,No Access,RL,4.6,2.8,4.5,3.85,186233,12415500
2267,P02585,KK Nagar,1438,35,2.0,1.0,4,Partial,Yes,Commercial,NoSewr ,Gravel,RM,2.5,2.7,3.0,2.76,232144,14509000
2268,P01360,Chrompet,863,120,1.0,1.0,3,Partial,No,Others,NoSewr ,Paved,RH,4.2,4.9,5.0,4.72,36709,7341810
2269,P03127,Karapakkam,1292,142,1.0,1.0,3,Normal Sale,No,Commercial,ELO,Paved,RL,3.2,3.3,4.7,3.83,258475,10339000
2270,P06131,Anna Nagar,1691,153,1.0,1.0,4,Normal Sale,Yes,House,NoSewr ,Gravel,RH,2.7,4.5,2.8,3.19,188245,12549660
2271,P09328,Anna Nagar,1894,98,2.0,1.0,5,Family,Yes,House,NoSewr ,Paved,RH,3.5,4.6,2.9,3.535,228247,12680410
2272,P07500,Chrompet,1174,8,1.0,1.0,3,Family,No,Commercial,ELO,Paved,RM,3.9,3.2,3.1,3.38,159939,13328250
2273,P09736,Velachery,1838,88,3.0,2.0,5,AbNormal,No,House,NoSeWa,Paved,RM,2.4,2.6,4.7,3.18,209006,9952680
2274,P02123,Karapakkam,1582,75,2.0,2.0,4,Normal Sale,No,Commercial,AllPub,Gravel,RH,4.0,2.2,3.4,3.22,289127,12570750
2275,P07873,KK Nagar,1951,111,3.0,2.0,5,Partial,No,House,NoSeWa,Gravel,RH,2.2,2.6,4.2,3.12,78184,9772960
2276,P02052,Karapakkam,1237,14,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,Paved,C,2.4,2.3,4.7,3.29,143301,6823875
2277,P05572,Velachery,1989,126,3.0,2.0,5,Partial,Yes,Others,NoSeWa,No Access,C,2.5,2.7,3.7,2.95,119448,9188290
2278,P06854,Chrompet,1129,86,1.0,1.0,3,AdjLand,Yes,Commercial,NoSewr ,Paved,RM,2.8,2.1,3.6,2.76,58456,14614100
2279,P06553,Chrompet,768,77,1.0,1.0,2,Partial,Yes,House,ELO,No Access,RM,4.5,2.1,4.3,3.48,89549,7462400
2280,P01375,Chrompet,1056,157,1.0,1.0,3,Partial,No,Others,NoSeWa,No Access,RH,2.5,2.1,3.5,2.64,62376,6930720
2281,P00606,T Nagar,1585,71,1.0,1.0,4,Normal Sale,No,Commercial,AllPub,No Access,RM,2.6,3.4,2.6,2.8,213670,17805860
2282,P07520,KK Nagar,1789,4,3.0,2.0,5,AdjLand,Yes,House,AllPub,Gravel,RL,3.2,3.4,4.4,3.74,142492,11874360
2283,P09776,Velachery,1869,22,3.0,2.0,5,AdjLand,No,Commercial,NoSeWa,No Access,RM,4.9,2.0,4.1,3.36,175355,15941330
2284,P06130,Karapakkam,520,60,1.0,1.0,2,Partial,No,Commercial,NoSewr ,Gravel,C,2.4,4.9,2.6,3.23,57709,5246250
2285,P01222,Chrompet,738,8,1.0,1.0,2,AdjLand,Yes,Commercial,NoSeWa,No Access,RL,3.8,4.5,2.3,3.63,148750,10625000
2286,P03253,Velachery,1914,198,3.0,2.0,5,AbNormal,Yes,House,NoSeWa,Gravel,RL,2.6,2.4,4.6,3.11,117813,11781260
2287,P06846,Anna Nagar,1576,188,1.0,1.0,4,Normal Sale,No,Others,AllPub,Gravel,RH,4.6,4.6,4.5,4.56,188400,12560000
2288,P06835,Chrompet,869,133,1.0,1.0,3,Partial,No,House,ELO,Gravel,RH,3.3,3.4,4.9,3.82,61488,6831950
2289,P04497,Adyar,635,134,1.0,1.0,2,Partial,No,House,ELO,Gravel,RH,3.1,4.5,2.0,2.83,36005,6000900
2290,P09503,Anna Nagar,1875,40,2.0,1.0,5,AdjLand,Yes,House,ELO,Gravel,RL,4.2,4.4,2.6,3.61,248884,14640260
2291,P06766,KK Nagar,2344,181,4.0,2.0,6,Normal Sale,No,Commercial,NoSeWa,Gravel,RM,3.8,2.4,4.6,3.7,322384,18963740
2292,P03185,Anna Nagar,1804,69,2.0,1.0,5,Normal Sale,Yes,House,AllPub,Gravel,RM,2.2,2.8,2.6,2.51,145074,14507380
2293,P04069,Adyar,985,100,1.0,1.0,3,Normal Sale,No,Others,NoSewr ,Gravel,C,3.1,3.0,2.7,2.88,88505,7375400
2294,P04734,Anna Nagar,1589,117,1.0,1.0,4,Normal Sale,Yes,Commercial,AllPub,No Access,RL,4.7,3.5,2.7,3.6,298831,18676960
2295,P03195,Karapakkam,1390,14,2.0,2.0,4,Normal Sale,Yes,Others,AllPub,Gravel,C,2.5,3.4,3.5,3.17,166761,7941000
2296,P03526,KK Nagar,2435,47,4.0,2.0,6,Normal Sale,No,House,AllPub,Gravel,RM,2.1,4.3,3.9,3.48,103290,12911300
2297,P03946,Adyar,1145,28,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,Gravel,RM,2.3,4.6,4.7,3.96,23610,11804935
2298,P08459,Chrompet,714,109,1.0,1.0,2,AbNormal,No,House,AllPub,Gravel,RM,3.0,2.7,4.7,3.39,73723,8191450
2299,P06855,Chrompet,1174,22,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,3.9,3.4,3.7,3.64,64901,12980150
2300,P08700,Anna Nagar,1936,199,2.0,1.0,5,AdjLand,No,Commercial,AllPub,Gravel,RH,5.0,2.8,2.3,3.37,362451,21320640
2301,P05757,Karapakkam,1477,65,2.0,2.0,4,AbNormal,No,Commercial,AllPub,No Access,I,3.8,4.2,2.9,3.56,89084,9898250
2302,P01564,Karapakkam,1017,194,1.0,1.0,3,AdjLand,Yes,Commercial,AllPub,Gravel,C,3.2,2.2,3.8,3.14,116586,9715500
2303,P01165,Chrompet,943,111,1.0,1.0,3,AdjLand,No,Others,AllPub,No Access,RH,2.1,4.6,2.0,3.07,115663,7710860
2304,P07836,T Nagar,1515,63,1.0,1.0,4,AbNormal,No,Others,AllPub,No Access,RL,2.9,4.2,3.4,3.45,205481,11415610
2305,P00893,Chrompet,1071,151,1.0,1.0,3,Partial,No,Others,AllPub,Paved,RM,4.2,4.3,4.2,4.24,102047,9277020
2306,P07788,Velachery,1937,153,3.0,2.0,5,Normal Sale,No,Others,NoSeWa,Paved,RH,4.0,2.8,3.8,3.4,224088,10670850
2307,P03177,KK Nagar,2440,68,4.0,2.0,6,Normal Sale,Yes,Others,NoSeWa,Paved,RM,3.5,3.0,2.1,2.79,113736,14217020
2308,P03167,Chrompet,892,182,1.0,1.0,3,AbNormal,Yes,Others,AllPub,No Access,RH,3.0,4.5,2.6,3.48,88303,8027540
2309,P04569,Velachery,1951,37,3.0,2.0,5,AbNormal,No,Commercial,ELO,Paved,RH,3.2,4.7,3.7,4.03,156360,15635990
2310,P05308,Karapakkam,1452,141,2.0,2.0,4,Normal Sale,No,Others,NoSewr ,Paved,RH,4.3,3.0,2.3,3.11,144149,8008250
2311,P09984,Velachery,1605,16,2.0,1.0,4,Partial,No,Commercial,ELO,Paved,C,3.1,4.6,2.3,3.54,163945,11710370
